"test_id","value","campaign","screenshot","extra_screenshot_1","extra_screenshot_2","testname"
"B13_1224_mb_txtP","Please.donate",NA,"http://i.imgur.com/xqTNHDK.png",NA,NA,"B13_1224_mb_txtP"
"B13_1224_mb_txtP","Please.help",NA,"http://i.imgur.com/ERZRALu.png",NA,NA,"B13_1224_mb_txtP"
