"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname","dollarimprovement","dollarlower","dollarupper","dollarimprovementpct","dollarlowerpct","dollarupperpct"
"sample","var","0","YY","yy","Blue","Jimmy",217,9.6e-27,191,244,918700,419,1350928860,"banner","sample",0.00521,0.00262,0.0078,117,58.6,175
