"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname"
"B13_120920_tbP","tabtext","0","YY","yy","Please.Donate","Please.Help",13.3,2e-07,8.29,18.3,11845100,7010,1386617820,"banner",NA
