"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname"
"B13_1211_sz","spacing","0","YY","yy","Control","Large.spacing.(smaller.text)",16.2,0.0028,5.67,26.8,3154800,1608,1386720000,"banner",NA
