"test_id","value","campaign","screenshot","extra_screenshot_1","extra_screenshot_2","testname"
"B13_1211_sz","Large.spacing.(smaller.text)",NA,"http://wikitoy.s3.amazonaws.com/screenshots/B13_1211_szBg_enYY.png",NA,NA,"B13_1211_sz"
"B13_1211_sz","Control",NA,"http://wikitoy.s3.amazonaws.com/screenshots/B13_1211_szSm_enYY.png",NA,NA,"B13_1211_sz"
