"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname"
"B13_120917_tb","tabbutton","0","YY","yy","Yellow.infodot","No.infodot",10.1,0.00014,4.89,15.2,9966200,6355,1386611820,"banner",NA
