"test_id","value","campaign","screenshot","extra_screenshot_1","extra_screenshot_2","testname"
"B13_120917_tb","Yellow.infodot",NA,"http://i.imgur.com/5ANYDNl.png",NA,NA,"B13_120917_tb"
"B13_120917_tb","No.infodot",NA,"http://i.imgur.com/O4BkYWw.png",NA,NA,"B13_120917_tb"
