"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname"
"B13_120921_tb","tabtext","0","YY","yy","Now.is.the.time","Please.Donate",2.67,0.52,-5.3,10.6,4206700,2484,1386624780,"banner",NA
