"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname","dollarimprovement","dollarlower","dollarupper","dollarimprovementpct","dollarlowerpct","dollarupperpct"
"B14_0205_amt_3_2_fiFI","amount","0","FI","fi","2.euro.ask","3.euro.ask",6.15,0.15,0.709,11.6,4820700,2357,"1391601780","banner","B14_0205_amt_3_2_fiFI",0.000591,-0.000245,0.00143,10.6,-4.4,"25.6"
