"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname"
"B13_1230_twn","twn","0","YY","yy","Twin.B","Twin.A",0.761,0.91,-9.94,11.5,1195200,1354,1388439900,"banner",NA
