"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname"
"B13_1216_Dec201","year","0","YY","yy","Best.from.Dec.2013","Best.from.2012",93.2,1.1e-32,77.8,109,2961300,1400,1387220940,"banner",NA
